to,from,weight,status
D23853839,D09903703,11,publicado
D00506640,D25839648,1,publicado
D00506640,D18071254,1,publicado
D00506640,D21134360,2,publicado
D00506640,D29313466,1,publicado
D00506640,D31604376,3,publicado
D00506640,D08222102,1,publicado
D00506640,D23829601,5,publicado
D00506640,D02409206,2,publicado
D00506640,D06751961,1,DictamenNeg
D00506640,D16659492,1,publicado
D00506640,D00214401,2,publicado
D00506640,D24371796,1,publicado
D00506640,D09295626,4,publicado
D00506640,D20035405,5,publicado
D00506640,D06422354,35,publicado
D00506640,D07778753,1,publicado
D00506640,D02772516,2,publicado
D00506640,D00409629,2,publicado
D00506640,D22509175,13,publicado
D00506640,D09429792,3,publicado
D00506640,D25515437,10,publicado
D00506640,D09903703,6,publicado
D25515437,D25839648,1,publicado
D25515437,D18071254,1,publicado
D25515437,D21134360,1,publicado
D25515437,D29313466,1,publicado
D25515437,D09536896,1,comision
D25515437,D31604376,1,publicado
D25515437,D08222102,1,publicado
D25515437,D23829601,5,publicado
D25515437,D16659492,1,publicado
D25515437,D00214401,1,publicado
D25515437,D24371796,4,publicado
D25515437,D09295626,6,publicado
D25515437,D20035405,10,publicado
D25515437,D06422354,10,publicado
D25515437,D07778753,1,publicado
D25515437,D02772516,1,publicado
D25515437,D00409629,3,publicado
D25515437,D22509175,12,publicado
D25515437,D09429792,4,publicado
D25515437,D09903703,7,publicado
D21134360,D25839648,1,publicado
D21134360,D18071254,2,publicado
D21134360,D29313466,17,publicado
D21134360,D09536896,19,comision
D21134360,D31604376,1,publicado
D21134360,D08222102,1,publicado
D21134360,D23829601,1,publicado
D21134360,D06751961,1,DictamenNeg
D21134360,D16659492,1,publicado
D21134360,D00214401,2,publicado
D21134360,D24371796,1,publicado
D21134360,D09295626,1,publicado
D21134360,D20035405,2,publicado
D21134360,D06422354,1,publicado
D21134360,D07778753,1,publicado
D21134360,D02772516,1,publicado
D21134360,D00409629,1,publicado
D21134360,D22509175,1,publicado
D21134360,D09429792,1,publicado
D21134360,D09903703,1,publicado
D29313466,D25839648,1,publicado
D29313466,D18071254,1,publicado
D29313466,D09536896,14,comision
D29313466,D31604376,1,publicado
D29313466,D08222102,1,publicado
D29313466,D23829601,1,publicado
D29313466,D16659492,1,publicado
D29313466,D00214401,1,publicado
D29313466,D24371796,1,publicado
D29313466,D09295626,1,publicado
D29313466,D20035405,1,publicado
D29313466,D06422354,1,publicado
D29313466,D07778753,1,publicado
D29313466,D02772516,1,publicado
D29313466,D00409629,2,publicado
D29313466,D22509175,1,publicado
D29313466,D09429792,2,publicado
D29313466,D09903703,1,publicado
D18071254,D24371796,1,publicado
D18071254,D00409629,2,publicado
D18071254,D31604376,1,publicado
D18071254,D08222102,1,publicado
D18071254,D02409206,1,publicado
D18071254,D23829601,4,publicado
D18071254,D09429792,1,publicado
D18071254,D22509175,2,publicado
D18071254,D06751961,3,comision
D18071254,D00214401,2,publicado
D18071254,D09295626,1,publicado
D18071254,D20035405,1,publicado
D18071254,D06422354,2,publicado
D18071254,D07778753,1,publicado
D18071254,D02772516,1,publicado
D18071254,D25839648,1,publicado
D18071254,D16659492,1,publicado
D18071254,D29714655,21,publicado
D18071254,D06242968,1,Archivo
D18071254,D09903703,1,publicado
D31604376,D25839648,1,publicado
D31604376,D08222102,6,publicado
D31604376,D23829601,3,publicado
D31604376,D16659492,1,publicado
D31604376,D00214401,1,publicado
D31604376,D24371796,6,publicado
D31604376,D09295626,9,publicado
D31604376,D06242968,4,Archivo
D31604376,D20035405,8,publicado
D31604376,D06422354,3,publicado
D31604376,D07778753,1,publicado
D31604376,D02772516,1,publicado
D31604376,D00409629,5,publicado
D31604376,D22509175,2,publicado
D31604376,D09429792,6,publicado
D31604376,D09903703,7,publicado
D08222102,D25839648,1,publicado
D08222102,D23829601,3,publicado
D08222102,D02409206,3,comision
D08222102,D16659492,1,publicado
D08222102,D00214401,3,publicado
D08222102,D24371796,1,publicado
D08222102,D09295626,2,publicado
D08222102,D06242968,5,publicado
D08222102,D20035405,1,publicado
D08222102,D06422354,1,publicado
D08222102,D29303901,1,ordendeldia
D08222102,D07778753,1,publicado
D08222102,D02772516,2,publicado
D08222102,D00409629,1,publicado
D08222102,D22509175,1,publicado
D08222102,D09429792,1,publicado
D08222102,D09903703,1,publicado
D02409206,D06422354,2,publicado
D02409206,D22509175,1,publicado
D02409206,D23829601,1,publicado
D02409206,D00214401,43,comision
D02409206,D29303901,6,publicado
D02409206,D07778753,6,comision
D02409206,D09903703,2,publicado
D02409206,D02772516,24,publicado
D02409206,D00409629,1,publicado
D02409206,D25839648,5,comision
D02409206,D16659492,17,comision
D23829601,D25839648,2,publicado
D23829601,D16659492,1,publicado
D23829601,D00214401,1,publicado
D23829601,D24371796,3,publicado
D23829601,D09295626,2,publicado
D23829601,D20035405,2,publicado
D23829601,D06422354,7,publicado
D23829601,D07778753,1,publicado
D23829601,D02772516,1,publicado
D23829601,D00409629,2,publicado
D23829601,D22509175,6,publicado
D23829601,D09429792,2,publicado
D23829601,D09903703,5,publicado
D09429792,D25839648,1,publicado
D09429792,D00214401,1,publicado
D09429792,D24371796,3,publicado
D09429792,D09295626,23,publicado
D09429792,D20035405,28,publicado
D09429792,D06422354,5,publicado
D09429792,D07778753,1,publicado
D09429792,D02772516,1,publicado
D09429792,D00409629,20,publicado
D09429792,D22509175,2,publicado
D09429792,D16659492,1,publicado
D09429792,D09903703,26,publicado
D22509175,D06422354,16,publicado
D22509175,D24371796,2,publicado
D22509175,D16659492,1,publicado
D22509175,D00214401,3,publicado
D22509175,D09295626,3,publicado
D22509175,D06242968,1,publicado
D22509175,D20035405,2,publicado
D22509175,D07778753,2,publicado
D22509175,D02772516,2,publicado
D22509175,D00409629,2,publicado
D22509175,D25839648,1,publicado
D22509175,D09903703,11,publicado
D06751961,D20035405,1,DictamenNeg
D06751961,D29714655,11,publicado
D00214401,D24371796,1,publicado
D00214401,D09295626,1,publicado
D00214401,D20035405,2,publicado
D00214401,D06422354,1,publicado
D00214401,D29303901,6,publicado
D00214401,D07778753,6,publicado
D00214401,D02772516,12,publicado
D00214401,D00409629,1,publicado
D00214401,D25839648,9,publicado
D00214401,D16659492,36,publicado
D00214401,D09903703,1,publicado
D24371796,D25839648,1,publicado
D24371796,D16659492,1,publicado
D24371796,D09295626,5,publicado
D24371796,D20035405,9,publicado
D24371796,D06422354,3,publicado
D24371796,D07778753,1,publicado
D24371796,D02772516,1,publicado
D24371796,D00409629,3,publicado
D24371796,D09903703,9,publicado
D09295626,D25839648,1,publicado
D09295626,D16659492,1,publicado
D09295626,D06242968,2,publicado
D09295626,D20035405,30,publicado
D09295626,D06422354,2,publicado
D09295626,D07778753,1,publicado
D09295626,D02772516,1,publicado
D09295626,D00409629,28,publicado
D09295626,D09903703,24,publicado
D20035405,D25839648,1,publicado
D20035405,D16659492,1,publicado
D20035405,D06422354,9,publicado
D20035405,D07778753,1,publicado
D20035405,D02772516,1,publicado
D20035405,D00409629,26,publicado
D20035405,D09903703,32,publicado
D06422354,D25839648,1,publicado
D06422354,D09536896,1,comision
D06422354,D02772516,1,publicado
D06422354,D16659492,1,publicado
D06422354,D06242968,1,comision
D06422354,D07778753,1,publicado
D06422354,D00409629,3,publicado
D06422354,D09903703,19,publicado
D29303901,D07778753,1,publicado
D29303901,D02772516,2,publicado
D29303901,D25839648,4,publicado
D29303901,D16659492,1,publicado
D07778753,D25839648,5,publicado
D07778753,D16659492,2,publicado
D07778753,D02772516,4,publicado
D07778753,D00409629,1,publicado
D07778753,D09903703,1,publicado
D02772516,D25839648,6,publicado
D02772516,D16659492,12,publicado
D02772516,D00409629,1,publicado
D02772516,D09903703,2,publicado
D00409629,D25839648,1,publicado
D00409629,D16659492,1,publicado
D00409629,D09903703,24,publicado
D25839648,D16659492,1,publicado
D25839648,D09903703,1,publicado
D16659492,D09903703,1,publicado
