to,from,weight,status
D08726376,D09070449,13,DictamenNeg
D08726376,D31159670,1,ordendeldia
D08726376,D02655217,1,comision
D08726376,D07537643,5,publicado
D08726376,D22258392,10,DictamenNeg
D08726376,D06422354,1,publicado
D08726376,D23853839,1,comision
D08726376,D06023956,17,ordendeldia
D08726376,D10866456,6,comision
D08726376,D02409206,18,publicado
D08726376,D29536475,5,ordendeldia
D08726376,D18071254,3,ordendeldia
D08726376,D08330968,2,comision
D08726376,D04016037,3,ordendeldia
D08726376,D31607971,2,ordendeldia
D08726376,D26612527,10,Archivo
D08726376,D06589408,1,comision
D08726376,D21529721,1,comision
D08726376,D17828254,4,ordendeldia
D08726376,D32800254,4,comision
D08726376,D02623279,14,Archivo
D08726376,D23829601,3,ordendeldia
D08726376,D08104166,14,DictamenNeg
D08726376,D25839648,7,Archivo
D08726376,D07044060,1,ordendeldia
D08726376,D09352764,14,DictamenNeg
D08726376,D09584521,2,comision
D08726376,D21144434,1,ordendeldia
D08726376,D08273017,4,ordendeldia
D08726376,D19237225,18,Archivo
D08726376,D00214401,13,DictamenNeg
D08726376,D17927809,7,Archivo
D08726376,D23922235,3,ordendeldia
D08726376,D18151792,8,Archivo
D08726376,D03568333,5,comision
D08726376,D00026752,9,comision
D08726376,D19924629,7,comision
D08726376,D08222102,1,ordendeldia
D08726376,D29303901,6,publicado
D08726376,D07778753,4,publicado
D08726376,D10611868,2,publicado
D08726376,D02772516,17,Observado
D08726376,D22405432,4,ordendeldia
D08726376,D16546407,8,comision
D08726376,D00409629,1,publicado
D08726376,D17806694,2,publicado
D08726376,D29680315,14,publicado
D08726376,D29309719,1,ordendeldia
D08726376,D22509175,1,ordendeldia
D08726376,D16659492,11,ordendeldia
D08726376,D08807043,1,Archivo
D02406012,D10866456,1,publicado
D02406012,D02794608,19,publicado
D02406012,D29536475,1,publicado
D02406012,D31607971,5,publicado
D02406012,D07547268,30,publicado
D02406012,D08104166,1,publicado
D02406012,D02622370,1,publicado
D02406012,D09584521,4,publicado
D02406012,D28206906,4,publicado
D02406012,D09918528,11,publicado
D02406012,D19237225,1,publicado
D02406012,D09352764,1,publicado
D02406012,D28300020,8,publicado
D02406012,D01211014,2,comision
D02406012,D03568333,1,publicado
D02406012,D09532512,1,comision
D02406012,D04010919,1,publicado
D02406012,D09541219,29,publicado
D02406012,D07777001,1,comision
D02406012,D23857009,4,publicado
D02406012,D02655217,4,publicado
D02406012,D22258392,1,publicado
D02406012,D08187895,1,comision
D02406012,D08330968,21,publicado
D02406012,D19877916,3,publicado
D02406012,D06589408,2,publicado
D02406012,D21529721,6,publicado
D02406012,D02623279,1,comision
D02406012,D08273017,2,publicado
D02406012,D07044060,3,publicado
D02406012,D04813765,1,comision
D02406012,D10002147,1,publicado
D02406012,D23921812,28,publicado
D02406012,D29652212,8,publicado
D02406012,D21144434,1,publicado
D02406012,D08227657,11,publicado
D02406012,D10611868,2,publicado
D02406012,D22405432,1,publicado
D02406012,D17806694,1,comision
D02406012,D01060059,1,comision
D02406012,D19924629,1,publicado
D02406012,D05284642,1,comision
D02406012,D15364601,1,comision
D02406012,D17987105,3,publicado
D02406012,D07827893,21,publicado
D02406012,D26612527,1,publicado
D02406012,D17828254,1,publicado
D02406012,D09539056,1,publicado
D02406012,D27416892,22,publicado
D02406012,D23922235,9,publicado
D02406012,D00364276,4,publicado
D02406012,D18151792,1,publicado
D02406012,D00026752,3,publicado
D02406012,D16546407,1,publicado
D02406012,D09292742,7,publicado
D02406012,D29680315,3,publicado
D02406012,D29309719,24,publicado
D02406012,D08236035,1,publicado
D02406012,D10311825,22,publicado
D02406012,D08807043,1,publicado
D02406012,D09070449,1,publicado
D02406012,D31159670,2,publicado
D02406012,D07537643,1,publicado
D02406012,D23853839,11,publicado
D02406012,D00506640,3,publicado
D02406012,D25515437,3,publicado
D02406012,D21134360,1,publicado
D02406012,D29313466,1,publicado
D02406012,D18071254,1,publicado
D02406012,D31604376,11,publicado
D02406012,D08222102,1,publicado
D02406012,D02409206,4,comision
D02406012,D23829601,2,publicado
D02406012,D09429792,28,publicado
D02406012,D22509175,3,publicado
D02406012,D00214401,3,publicado
D02406012,D24371796,11,publicado
D02406012,D09295626,28,publicado
D02406012,D20035405,32,publicado
D02406012,D06422354,8,publicado
D02406012,D07778753,2,publicado
D02406012,D02772516,1,publicado
D02406012,D00409629,22,publicado
D02406012,D25839648,1,publicado
D02406012,D16659492,1,publicado
D02406012,D09903703,30,publicado
D02406012,D09536896,1,comision
D27143647,D06751961,6,ordendeldia
D27143647,D07278274,12,publicado
D27143647,D06001911,6,publicado
D27143647,D07277465,2,publicado
D27143647,D16652292,12,publicado
D27143647,D09537000,5,publicado
D27143647,D07853976,6,publicado
D27143647,D08771966,2,publicado
D27143647,D29714655,15,publicado
D27143647,D21414172,7,publicado
D27143647,D07877981,13,publicado
D27143647,D08235876,11,publicado
D27143647,D02622370,16,publicado
D27143647,D10491127,7,publicado
D27143647,D07246887,6,publicado
D27143647,D18071254,7,publicado
D06023956,D09070449,8,publicado
D06023956,D31159670,1,ordendeldia
D06023956,D02655217,3,publicado
D06023956,D22258392,10,comision
D06023956,D08228268,1,Archivo
D06023956,D06422354,1,publicado
D06023956,D23853839,2,comision
D06023956,D09537000,1,publicado
D06023956,D10866456,11,publicado
D06023956,D05284642,2,publicado
D06023956,D21134360,1,publicado
D06023956,D10554756,1,publicado
D06023956,D29313466,1,publicado
D06023956,D29536475,22,comision
D06023956,D18071254,4,ordendeldia
D06023956,D08330968,2,comision
D06023956,D04016037,4,ordendeldia
D06023956,D31607971,2,ordendeldia
D06023956,D02409206,37,Retirado
D06023956,D06589408,1,comision
D06023956,D09584521,2,comision
D06023956,D21529721,4,publicado
D06023956,D17828254,3,Presentado
D06023956,D32800254,7,Retirado
D06023956,D02623279,15,Archivo
D06023956,D23829601,3,ordendeldia
D06023956,D09429792,1,publicado
D06023956,D08273017,23,comision
D06023956,D16652292,1,publicado
D06023956,D02622370,1,comision
D06023956,D07044060,1,ordendeldia
D06023956,D04813765,1,comision
D06023956,D26612527,6,publicado
D06023956,D09352764,34,Presentado
D06023956,D29652212,1,comision
D06023956,D07537643,16,publicado
D06023956,D21144434,2,ordendeldia
D06023956,D07891732,1,publicado
D06023956,D19237225,15,publicado
D06023956,D00214401,27,publicado
D06023956,D17927809,4,comision
D06023956,D23922235,3,ordendeldia
D06023956,D25839648,4,comision
D06023956,D01211014,2,publicado
D06023956,D18151792,6,Archivo
D06023956,D03568333,2,comision
D06023956,D00026752,32,Retirado
D06023956,D19924629,7,comision
D06023956,D08104166,21,comision
D06023956,D29303901,4,publicado
D06023956,D07778753,6,comision
D06023956,D10611868,1,publicado
D06023956,D09532512,2,publicado
D06023956,D02772516,16,publicado
D06023956,D08222102,4,comision
D06023956,D22405432,25,publicado
D06023956,D16546407,13,Retirado
D06023956,D00409629,3,publicado
D06023956,D17806694,1,comision
D06023956,D09541219,1,publicado
D06023956,D29680315,32,publicado
D06023956,D29309719,1,ordendeldia
D06023956,D27416892,1,publicado
D06023956,D22509175,1,ordendeldia
D06023956,D16659492,6,publicado
D06023956,D10311825,2,publicado
D06023956,D08807043,2,ordendeldia
D06023956,D08187895,1,comision
D10866456,D02794608,1,publicado
D10866456,D29536475,8,ordendeldia
D10866456,D31607971,1,publicado
D10866456,D07547268,1,publicado
D10866456,D32800254,8,Retirado
D10866456,D08104166,9,publicado
D10866456,D02622370,1,comision
D10866456,D09584521,1,publicado
D10866456,D28206906,1,publicado
D10866456,D09918528,1,publicado
D10866456,D19237225,8,publicado
D10866456,D09352764,6,ordendeldia
D10866456,D28300020,1,publicado
D10866456,D01211014,1,publicado
D10866456,D03568333,5,publicado
D10866456,D09532512,1,publicado
D10866456,D04010919,1,publicado
D10866456,D09541219,2,publicado
D10866456,D23857009,1,publicado
D10866456,D02655217,2,publicado
D10866456,D22258392,5,comision
D10866456,D09537000,1,publicado
D10866456,D10554756,1,publicado
D10866456,D08330968,1,publicado
D10866456,D19877916,1,publicado
D10866456,D06589408,3,publicado
D10866456,D21529721,3,publicado
D10866456,D02623279,6,publicado
D10866456,D08273017,10,publicado
D10866456,D07044060,1,publicado
D10866456,D23921812,1,publicado
D10866456,D29652212,1,publicado
D10866456,D21144434,2,publicado
D10866456,D07891732,1,publicado
D10866456,D08227657,1,publicado
D10866456,D17927809,2,comision
D10866456,D10611868,2,publicado
D10866456,D22405432,7,ordendeldia
D10866456,D17806694,4,publicado
D10866456,D08228268,1,Archivo
D10866456,D19924629,9,publicado
D10866456,D05284642,1,publicado
D10866456,D17987105,1,publicado
D10866456,D04016037,1,publicado
D10866456,D07827893,1,publicado
D10866456,D26612527,5,publicado
D10866456,D17828254,6,publicado
D10866456,D09539056,1,publicado
D10866456,D27416892,2,publicado
D10866456,D16652292,1,publicado
D10866456,D23922235,1,publicado
D10866456,D00364276,1,publicado
D10866456,D18151792,9,publicado
D10866456,D00026752,9,DictamenNeg
D10866456,D16546407,10,publicado
D10866456,D09292742,1,publicado
D10866456,D29680315,6,publicado
D10866456,D29309719,1,publicado
D10866456,D10311825,2,publicado
D10866456,D08807043,2,publicado
D10866456,D09070449,6,publicado
D10866456,D31159670,1,publicado
D10866456,D07537643,8,publicado
D10866456,D23853839,2,publicado
D10866456,D00506640,1,publicado
D10866456,D25515437,1,publicado
D10866456,D21134360,2,publicado
D10866456,D29313466,2,publicado
D10866456,D18071254,2,publicado
D10866456,D31604376,1,publicado
D10866456,D08222102,3,publicado
D10866456,D02409206,8,publicado
D10866456,D23829601,1,publicado
D10866456,D09429792,2,publicado
D10866456,D22509175,1,publicado
D10866456,D00214401,12,publicado
D10866456,D24371796,1,publicado
D10866456,D09295626,1,publicado
D10866456,D20035405,1,publicado
D10866456,D06422354,1,publicado
D10866456,D29303901,3,publicado
D10866456,D07778753,4,publicado
D10866456,D02772516,5,publicado
D10866456,D00409629,2,publicado
D10866456,D25839648,3,publicado
D10866456,D16659492,8,publicado
D10866456,D09903703,1,publicado
D02794608,D26612527,1,publicado
D02794608,D23857009,6,publicado
D02794608,D09070449,1,publicado
D02794608,D31159670,2,publicado
D02794608,D01060059,1,comision
D02794608,D02655217,6,publicado
D02794608,D25839648,1,publicado
D02794608,D18071254,1,publicado
D02794608,D06422354,8,publicado
D02794608,D23853839,3,publicado
D02794608,D00506640,4,publicado
D02794608,D25515437,7,publicado
D02794608,D21134360,1,publicado
D02794608,D23829601,4,publicado
D02794608,D29313466,1,publicado
D02794608,D24371796,10,publicado
D02794608,D09536896,1,comision
D02794608,D09584521,11,publicado
D02794608,D08330968,5,publicado
D02794608,D19877916,3,publicado
D02794608,D31604376,12,publicado
D02794608,D08222102,1,publicado
D02794608,D07827893,10,publicado
D02794608,D31607971,7,publicado
D02794608,D07547268,8,publicado
D02794608,D06589408,1,publicado
D02794608,D17987105,6,publicado
D02794608,D22258392,1,publicado
D02794608,D17828254,1,comision
D02794608,D07537643,1,publicado
D02794608,D08104166,1,publicado
D02794608,D08273017,2,publicado
D02794608,D02622370,1,publicado
D02794608,D07044060,4,publicado
D02794608,D19237225,1,publicado
D02794608,D10002147,1,publicado
D02794608,D16659492,1,publicado
D02794608,D19924629,2,publicado
D02794608,D29652212,15,publicado
D02794608,D09539056,1,publicado
D02794608,D21144434,3,publicado
D02794608,D09918528,10,publicado
D02794608,D08227657,8,publicado
D02794608,D00214401,2,publicado
D02794608,D28300020,7,publicado
D02794608,D23922235,3,publicado
D02794608,D09295626,14,publicado
D02794608,D00364276,6,publicado
D02794608,D20035405,24,publicado
D02794608,D18151792,1,publicado
D02794608,D03568333,1,publicado
D02794608,D00026752,1,publicado
D02794608,D07778753,2,publicado
D02794608,D10611868,2,publicado
D02794608,D10311825,9,publicado
D02794608,D02772516,1,publicado
D02794608,D22405432,1,publicado
D02794608,D04010919,3,publicado
D02794608,D16546407,1,publicado
D02794608,D00409629,5,publicado
D02794608,D09292742,13,publicado
D02794608,D09541219,11,publicado
D02794608,D29680315,1,publicado
D02794608,D29309719,4,publicado
D02794608,D27416892,7,publicado
D02794608,D22509175,4,publicado
D02794608,D09429792,8,publicado
D02794608,D08236035,1,publicado
D02794608,D28206906,3,publicado
D02794608,D09903703,14,publicado
D02794608,D23921812,12,publicado
D02794608,D21529721,5,publicado
D02794608,D08807043,1,publicado
D07810229,D04016037,7,publicado
D07810229,D08911520,3,publicado
D07810229,D08192655,1,Retirado
D07810229,D08263138,5,ordendeldia
D07810229,D09539056,1,publicado
D07810229,D21134360,9,publicado
D07810229,D01060059,8,publicado
D07810229,D29313466,7,publicado
D07810229,D10001088,8,publicado
D07810229,D10002147,6,publicado
D07810229,D09536896,5,publicado
D29536475,D09070449,5,ordendeldia
D29536475,D22258392,3,ordendeldia
D29536475,D19924629,4,comision
D29536475,D00506640,1,publicado
D29536475,D25515437,1,publicado
D29536475,D08330968,1,publicado
D29536475,D04016037,1,publicado
D29536475,D07827893,1,publicado
D29536475,D31607971,1,publicado
D29536475,D02409206,25,comision
D29536475,D06589408,1,comision
D29536475,D17828254,7,ordendeldia
D29536475,D32800254,3,ordendeldia
D29536475,D02623279,2,comision
D29536475,D07537643,10,ordendeldia
D29536475,D08104166,10,ordendeldia
D29536475,D08273017,21,ordendeldia
D29536475,D02622370,1,comision
D29536475,D26612527,1,publicado
D29536475,D00214401,23,publicado
D29536475,D21144434,1,publicado
D29536475,D19237225,3,ordendeldia
D29536475,D09352764,23,ordendeldia
D29536475,D17927809,3,ordendeldia
D29536475,D23922235,1,publicado
D29536475,D20035405,1,publicado
D29536475,D01211014,1,publicado
D29536475,D18151792,5,ordendeldia
D29536475,D03568333,4,publicado
D29536475,D00026752,21,ordendeldia
D29536475,D08222102,3,comision
D29536475,D29303901,2,ordendeldia
D29536475,D07778753,2,comision
D29536475,D10611868,1,publicado
D29536475,D02772516,5,publicado
D29536475,D22405432,20,ordendeldia
D29536475,D16546407,7,publicado
D29536475,D00409629,1,publicado
D29536475,D17806694,2,ordendeldia
D29536475,D29680315,19,publicado
D29536475,D29309719,1,publicado
D29536475,D25839648,2,comision
D29536475,D16659492,3,ordendeldia
D29536475,D28206906,1,publicado
D31607971,D07547268,6,publicado
D31607971,D08104166,3,publicado
D31607971,D02622370,3,publicado
D31607971,D09584521,11,publicado
D31607971,D28206906,31,publicado
D31607971,D09918528,3,publicado
D31607971,D19237225,1,publicado
D31607971,D28300020,5,publicado
D31607971,D01211014,1,comision
D31607971,D03568333,1,publicado
D31607971,D09532512,1,comision
D31607971,D04010919,15,publicado
D31607971,D09541219,7,publicado
D31607971,D07777001,1,comision
D31607971,D23857009,15,publicado
D31607971,D02655217,27,publicado
D31607971,D22258392,3,publicado
D31607971,D10554756,1,publicado
D31607971,D08330968,19,publicado
D31607971,D19877916,17,Presentado
D31607971,D06589408,2,publicado
D31607971,D21529721,21,publicado
D31607971,D02623279,1,comision
D31607971,D08273017,2,publicado
D31607971,D07044060,28,Presentado
D31607971,D04813765,1,comision
D31607971,D10002147,2,publicado
D31607971,D23921812,6,publicado
D31607971,D29652212,5,publicado
D31607971,D21144434,22,publicado
D31607971,D07891732,2,publicado
D31607971,D08227657,10,publicado
D31607971,D17927809,2,publicado
D31607971,D10611868,2,publicado
D31607971,D22405432,1,publicado
D31607971,D17806694,2,comision
D31607971,D19924629,2,publicado
D31607971,D05284642,1,comision
D31607971,D15364601,1,comision
D31607971,D17987105,25,Presentado
D31607971,D04016037,2,ordendeldia
D31607971,D07827893,11,publicado
D31607971,D26612527,1,publicado
D31607971,D09539056,1,publicado
D31607971,D27416892,2,publicado
D31607971,D23922235,21,Presentado
D31607971,D00364276,37,Presentado
D31607971,D18151792,1,publicado
D31607971,D00026752,2,publicado
D31607971,D16546407,1,publicado
D31607971,D09292742,5,publicado
D31607971,D08911520,1,publicado
D31607971,D29680315,1,publicado
D31607971,D29309719,21,publicado
D31607971,D08236035,1,publicado
D31607971,D07877981,1,publicado
D31607971,D10311825,13,publicado
D31607971,D08807043,1,publicado
D31607971,D09070449,1,publicado
D31607971,D31159670,14,Presentado
D31607971,D07537643,1,publicado
D31607971,D23853839,6,publicado
D31607971,D00506640,25,publicado
D31607971,D25515437,22,publicado
D31607971,D21134360,2,publicado
D31607971,D29313466,1,publicado
D31607971,D18071254,3,publicado
D31607971,D31604376,3,publicado
D31607971,D08222102,1,publicado
D31607971,D02409206,3,comision
D31607971,D23829601,11,publicado
D31607971,D09429792,1,publicado
D31607971,D22509175,22,publicado
D31607971,D06751961,1,DictamenNeg
D31607971,D00214401,3,publicado
D31607971,D24371796,5,publicado
D31607971,D09295626,6,publicado
D31607971,D20035405,11,publicado
D31607971,D06422354,15,Presentado
D31607971,D07778753,2,publicado
D31607971,D02772516,2,publicado
D31607971,D00409629,5,publicado
D31607971,D25839648,2,publicado
D31607971,D16659492,1,publicado
D31607971,D09903703,11,publicado
D31607971,D08187895,2,comision
D07547268,D23857009,4,publicado
D07547268,D09070449,1,publicado
D07547268,D31159670,5,publicado
D07547268,D02655217,6,publicado
D07547268,D25839648,2,publicado
D07547268,D18071254,1,publicado
D07547268,D19924629,2,publicado
D07547268,D23853839,10,publicado
D07547268,D00506640,5,publicado
D07547268,D21134360,2,publicado
D07547268,D10554756,2,publicado
D07547268,D15364601,1,publicado
D07547268,D09584521,8,publicado
D07547268,D08330968,23,publicado
D07547268,D19877916,5,publicado
D07547268,D29313466,1,publicado
D07547268,D08222102,1,publicado
D07547268,D07827893,25,publicado
D07547268,D23829601,4,publicado
D07547268,D26612527,1,publicado
D07547268,D07891732,1,publicado
D07547268,D21529721,5,publicado
D07547268,D28206906,5,publicado
D07547268,D17927809,1,publicado
D07547268,D07537643,1,publicado
D07547268,D08104166,1,publicado
D07547268,D08273017,1,publicado
D07547268,D17987105,7,publicado
D07547268,D07044060,3,publicado
D07547268,D08227657,14,publicado
D07547268,D16659492,1,publicado
D07547268,D28300020,5,publicado
D07547268,D06751961,1,DictamenNeg
D07547268,D01211014,1,comision
D07547268,D29652212,8,publicado
D07547268,D09539056,1,publicado
D07547268,D21144434,4,publicado
D07547268,D09918528,10,publicado
D07547268,D19237225,2,publicado
D07547268,D00214401,1,publicado
D07547268,D24371796,6,publicado
D07547268,D23922235,6,publicado
D07547268,D09295626,28,publicado
D07547268,D00364276,6,publicado
D07547268,D20035405,29,publicado
D07547268,D31604376,9,publicado
D07547268,D18151792,1,publicado
D07547268,D03568333,1,publicado
D07547268,D06422354,10,publicado
D07547268,D07778753,1,publicado
D07547268,D10611868,1,publicado
D07547268,D10311825,20,publicado
D07547268,D02772516,1,publicado
D07547268,D04010919,4,publicado
D07547268,D00409629,21,publicado
D07547268,D09292742,7,publicado
D07547268,D17806694,1,DictamenNeg
D07547268,D08911520,1,publicado
D07547268,D09541219,24,publicado
D07547268,D29680315,1,publicado
D07547268,D29309719,21,publicado
D07547268,D27416892,18,publicado
D07547268,D22509175,3,publicado
D07547268,D09429792,26,publicado
D07547268,D25515437,4,publicado
D07547268,D09903703,25,publicado
D07547268,D23921812,26,publicado
D07547268,D08807043,1,publicado
D32800254,D09070449,6,ordendeldia
D32800254,D22258392,4,comision
D32800254,D08228268,1,Archivo
D32800254,D19924629,15,comision
D32800254,D04016037,2,Archivo
D32800254,D02409206,8,Retirado
D32800254,D06589408,1,publicado
D32800254,D17828254,4,ordendeldia
D32800254,D02623279,6,Archivo
D32800254,D07537643,4,ordendeldia
D32800254,D08104166,11,comision
D32800254,D08273017,6,ordendeldia
D32800254,D09352764,12,DictamenNeg
D32800254,D21144434,1,publicado
D32800254,D19237225,5,Archivo
D32800254,D00214401,13,publicado
D32800254,D17927809,12,ordendeldia
D32800254,D18151792,4,ordendeldia
D32800254,D03568333,1,publicado
D32800254,D00026752,11,ordendeldia
D32800254,D08222102,1,comision
D32800254,D29303901,1,Archivo
D32800254,D07778753,1,publicado
D32800254,D02772516,3,DictamenNeg
D32800254,D22405432,4,ordendeldia
D32800254,D16546407,11,Retirado
D32800254,D17806694,2,ordendeldia
D32800254,D29680315,8,Decretadoa...
D32800254,D26612527,12,Archivo
D32800254,D16659492,11,publicado
D32800254,D08807043,1,comision
D08104166,D23857009,2,publicado
D08104166,D09070449,12,publicado
D08104166,D31159670,1,publicado
D08104166,D02655217,3,publicado
D08104166,D25839648,3,publicado
D08104166,D18071254,1,publicado
D08104166,D19924629,35,publicado
D08104166,D23853839,1,publicado
D08104166,D08911520,1,publicado
D08104166,D00506640,2,publicado
D08104166,D17927809,14,publicado
D08104166,D02622370,2,comision
D08104166,D21134360,1,publicado
D08104166,D29313466,1,publicado
D08104166,D29309719,2,publicado
D08104166,D09584521,1,publicado
D08104166,D08330968,1,publicado
D08104166,D19877916,1,publicado
D08104166,D31604376,1,publicado
D08104166,D08222102,5,publicado
D08104166,D07827893,2,publicado
D08104166,D23829601,1,publicado
D08104166,D06589408,2,comision
D08104166,D21529721,1,publicado
D08104166,D28206906,2,publicado
D08104166,D17828254,4,comision
D08104166,D02409206,28,ordendeldia
D08104166,D02623279,10,comision
D08104166,D07537643,11,publicado
D08104166,D09429792,1,publicado
D08104166,D08273017,11,publicado
D08104166,D22258392,16,DictamenNeg
D08104166,D17987105,2,publicado
D08104166,D07044060,2,publicado
D08104166,D19237225,22,publicado
D08104166,D23921812,1,publicado
D08104166,D28300020,1,publicado
D08104166,D09352764,38,DictamenNeg
D08104166,D29652212,1,publicado
D08104166,D09539056,1,publicado
D08104166,D21144434,2,publicado
D08104166,D09918528,1,publicado
D08104166,D08227657,1,publicado
D08104166,D00214401,41,publicado
D08104166,D24371796,1,publicado
D08104166,D23922235,1,publicado
D08104166,D09295626,1,publicado
D08104166,D00364276,2,publicado
D08104166,D07877981,1,publicado
D08104166,D20035405,1,publicado
D08104166,D18151792,7,publicado
D08104166,D03568333,3,publicado
D08104166,D06422354,1,publicado
D08104166,D04016037,2,publicado
D08104166,D29303901,1,ordendeldia
D08104166,D07778753,5,publicado
D08104166,D10611868,2,publicado
D08104166,D10311825,2,publicado
D08104166,D02772516,15,publicado
D08104166,D22405432,20,ordendeldia
D08104166,D04010919,1,publicado
D08104166,D16546407,6,comision
D08104166,D00409629,1,publicado
D08104166,D09292742,1,publicado
D08104166,D08187895,1,publicado
D08104166,D17806694,2,comision
D08104166,D09541219,1,publicado
D08104166,D29680315,22,publicado
D08104166,D26612527,29,publicado
D08104166,D00026752,14,comision
D08104166,D27416892,1,publicado
D08104166,D22509175,2,publicado
D08104166,D16659492,34,publicado
D08104166,D25515437,1,publicado
D08104166,D09903703,2,publicado
D08104166,D08807043,2,publicado
D02622370,D08235876,32,publicado
D02622370,D02655217,3,publicado
D02622370,D25839648,1,comision
D02622370,D19924629,1,comision
D02622370,D00506640,2,publicado
D02622370,D09537000,10,publicado
D02622370,D28206906,2,publicado
D02622370,D18071254,18,publicado
D02622370,D08330968,1,publicado
D02622370,D07853976,15,publicado
D02622370,D02409206,2,comision
D02622370,D06589408,2,publicado
D02622370,D22258392,2,publicado
D02622370,D17828254,1,comision
D02622370,D07537643,1,comision
D02622370,D08273017,2,publicado
D02622370,D10491127,19,publicado
D02622370,D06751961,9,publicado
D02622370,D10002147,2,publicado
D02622370,D09352764,1,comision
D02622370,D07278274,28,publicado
D02622370,D29714655,37,publicado
D02622370,D21144434,1,publicado
D02622370,D07277465,8,publicado
D02622370,D16652292,27,publicado
D02622370,D00214401,1,publicado
D02622370,D28300020,1,publicado
D02622370,D09295626,1,Archivo
D02622370,D00364276,2,publicado
D02622370,D08771966,7,publicado
D02622370,D00026752,2,publicado
D02622370,D21414172,25,publicado
D02622370,D07778753,2,publicado
D02622370,D10611868,1,publicado
D02622370,D02772516,2,comision
D02622370,D22405432,2,publicado
D02622370,D16546407,2,publicado
D02622370,D06001911,13,publicado
D02622370,D17806694,1,comision
D02622370,D08911520,1,publicado
D02622370,D29309719,1,publicado
D02622370,D22509175,3,publicado
D02622370,D07827893,1,publicado
D02622370,D08236035,1,publicado
D02622370,D07877981,26,publicado
D02622370,D09903703,2,publicado
D02622370,D07246887,7,publicado
D02622370,D18151792,1,comision
D10491127,D06751961,5,comision
D10491127,D07278274,20,publicado
D10491127,D06001911,12,publicado
D10491127,D07277465,4,publicado
D10491127,D16652292,13,publicado
D10491127,D09537000,12,publicado
D10491127,D07853976,8,publicado
D10491127,D08771966,9,publicado
D10491127,D29714655,22,publicado
D10491127,D21414172,13,publicado
D10491127,D07877981,20,publicado
D10491127,D08235876,19,publicado
D10491127,D07246887,7,publicado
D10491127,D10002147,1,comision
D10491127,D18071254,14,publicado
D09584521,D23857009,4,publicado
D09584521,D09070449,1,publicado
D09584521,D31159670,4,publicado
D09584521,D02655217,6,publicado
D09584521,D25839648,2,publicado
D09584521,D19924629,1,publicado
D09584521,D23853839,5,publicado
D09584521,D00506640,6,publicado
D09584521,D21134360,1,publicado
D09584521,D10554756,1,publicado
D09584521,D29313466,1,publicado
D09584521,D29309719,13,publicado
D09584521,D17987105,5,publicado
D09584521,D08330968,6,publicado
D09584521,D19877916,7,publicado
D09584521,D31604376,5,publicado
D09584521,D08222102,1,publicado
D09584521,D07827893,17,publicado
D09584521,D23829601,6,publicado
D09584521,D07891732,2,publicado
D09584521,D21529721,4,publicado
D09584521,D28206906,7,publicado
D09584521,D02409206,1,publicado
D09584521,D17927809,1,publicado
D09584521,D07537643,1,publicado
D09584521,D08273017,1,publicado
D09584521,D29327205,1,comision
D09584521,D18071254,3,publicado
D09584521,D07044060,4,publicado
D09584521,D19237225,1,publicado
D09584521,D16659492,1,publicado
D09584521,D28300020,5,publicado
D09584521,D29652212,8,publicado
D09584521,D09539056,1,publicado
D09584521,D21144434,8,publicado
D09584521,D09918528,4,publicado
D09584521,D08227657,7,publicado
D09584521,D00214401,2,publicado
D09584521,D24371796,3,publicado
D09584521,D23922235,5,publicado
D09584521,D09295626,13,publicado
D09584521,D00364276,9,publicado
D09584521,D06242968,1,comision
D09584521,D20035405,13,publicado
D09584521,D18151792,1,publicado
D09584521,D03568333,1,publicado
D09584521,D06422354,9,publicado
D09584521,D04016037,2,comision
D09584521,D07778753,1,publicado
D09584521,D10611868,1,publicado
D09584521,D10311825,16,publicado
D09584521,D02772516,1,publicado
D09584521,D04010919,4,publicado
D09584521,D00409629,7,publicado
D09584521,D09292742,9,publicado
D09584521,D09541219,11,publicado
D09584521,D29680315,1,publicado
D09584521,D26612527,1,publicado
D09584521,D27416892,5,publicado
D09584521,D22509175,3,publicado
D09584521,D09429792,2,publicado
D09584521,D25515437,3,publicado
D09584521,D09903703,6,publicado
D09584521,D23921812,7,publicado
D09584521,D08807043,1,publicado
D28206906,D23857009,13,publicado
D28206906,D09070449,1,publicado
D28206906,D31159670,7,publicado
D28206906,D02655217,20,publicado
D28206906,D25839648,1,publicado
D28206906,D18071254,1,publicado
D28206906,D19924629,2,publicado
D28206906,D23853839,6,publicado
D28206906,D00506640,21,publicado
D28206906,D05284642,1,Decretadoa...
D28206906,D21134360,2,publicado
D28206906,D29313466,1,publicado
D28206906,D29309719,14,publicado
D28206906,D07777001,1,Decretadoa...
D28206906,D08330968,13,publicado
D28206906,D19877916,11,publicado
D28206906,D31604376,2,publicado
D28206906,D08222102,1,publicado
D28206906,D07827893,6,publicado
D28206906,D23829601,8,publicado
D28206906,D08911520,1,publicado
D28206906,D21529721,18,publicado
D28206906,D22258392,1,publicado
D28206906,D02409206,1,publicado
D28206906,D06751961,1,DictamenNeg
D28206906,D07537643,1,publicado
D28206906,D15364601,1,Decretadoa...
D28206906,D08273017,1,publicado
D28206906,D17987105,16,publicado
D28206906,D07044060,22,publicado
D28206906,D19237225,1,publicado
D28206906,D16659492,1,publicado
D28206906,D28300020,1,publicado
D28206906,D29652212,5,publicado
D28206906,D09539056,1,publicado
D28206906,D21144434,21,publicado
